01/04/2009	51.1
01/05/2009	54.8
01/06/2009	64.4
01/07/2009	13.5
01/08/2009	10
01/09/2009	18.9
01/10/2009	85.1
01/11/2009	26.5
01/12/2009	156.2
01/01/2010	4.8
01/02/2010	71.4
01/03/2010	23.8
01/04/2010	240.9
01/05/2010	132.9
01/06/2010	120.4
01/07/2010	102.6
01/08/2010	29.3
01/09/2010	105.6
01/10/2010	117.7
01/11/2010	397.8
01/12/2010	198.3
01/01/2011	69.2
01/02/2011	157.3
01/03/2011	145.1
01/04/2011	228.1
01/05/2011	71.8
01/06/2011	72.6
01/07/2011	54.8
01/08/2011	9.4
01/10/2011	193.9
01/11/2011	138.1
01/12/2011	142.1
01/01/2012	184.9
01/02/2012	82.3
01/03/2012	60.5
01/04/2012	128.5
01/05/2012	54.6
01/06/2012	41.1
01/07/2012	16
01/08/2012	58.9
01/09/2012	13.7
01/10/2012	167.7
01/11/2012	164.5
01/12/2012	35.9
01/01/2013	7.3
01/02/2013	80.1
01/03/2013	67.8
01/04/2013	206.3
01/05/2013	208.1
01/06/2013	10.8
01/07/2013	8
01/08/2013	73.6
01/09/2013	56.8
01/10/2013	214.5
01/11/2013	85.9
01/12/2013	99.8
01/01/2014	85.6
01/02/2014	59.7
01/03/2014	82
01/04/2014	149.6
01/05/2014	99.4
01/06/2014	62.9
01/07/2014	12.6
01/08/2014	26.9
01/09/2014	28.1
01/10/2014	138
01/11/2014	159
01/12/2014	57.7
01/01/2015	82.8
01/02/2015	35.6
01/03/2015	151.4
01/04/2015	125.5
01/05/2015	101.3
01/06/2015	17.1
01/07/2015	42.3
01/08/2015	1
01/09/2015	6.8
01/10/2015	63.5
01/11/2015	200.1
01/12/2015	6.9
01/01/2016	33.5
01/02/2016	17.1
01/03/2016	110.9
01/04/2016	84.4
01/05/2016	225.6
01/06/2016	25.2
01/07/2016	28.2
01/08/2016	73.8
01/09/2016	97
01/10/2016	162.9
01/11/2016	98
01/12/2016	249.8
01/01/2017	59.3
01/02/2017	64.4
01/03/2017	271
01/04/2017	280.4
01/05/2017	129.9
01/06/2017	108.4
01/07/2017	6.1
01/08/2017	60.5
01/09/2017	81.7
01/10/2017	182.2
01/11/2017	89
01/12/2017	129
01/01/2018	151.9
01/02/2018	93
01/03/2018	45.3
01/04/2018	133.6
01/05/2018	255.4
01/06/2018	25.8
01/07/2018	101.7
01/08/2018	31.8
01/09/2018	65
01/10/2018	105.3
01/11/2018	170.2
01/12/2018	16.7
01/01/2019	11
01/02/2019	63.4
01/03/2019	101.9
01/04/2019	109.1
01/05/2019	128.2
01/06/2019	62
01/07/2019	24.7
01/08/2019	1
01/09/2019	169.8
01/10/2019	149.4
01/11/2019	96
01/12/2019	57.9
01/01/2020	52.4
01/02/2020	103.6
01/03/2020	24.3
01/04/2020	132.5
01/05/2020	82
01/06/2020	80.7
01/07/2020	60.7
01/08/2020	64.8
01/09/2020	22.8
01/10/2020	57.2
01/11/2020	126.1
01/12/2020	123.3
01/01/2021	66.1
01/02/2021	140.4
01/03/2021	163
01/04/2021	150.9
01/05/2021	146.6
01/06/2021	123.4
01/07/2021	60.4
01/08/2021	72
01/09/2021	68
01/10/2021	132.7
01/11/2021	165
